Electoral_Dist,Year,Poll_Div,Poll_Station,Poll_Road,Poll_Location ,Census_Poll_Location,PNM,UNC,COP,TOP,STAR,NNV,John_IND,Rejected_Ballots,Tot_Ballots_Cast,Registered_Voters
Port of Spain North / St. Ann's West,2010,,Belmont Secondary School,,Belmont,BELMONT,46,189,0,0,,,,,,
Port of Spain North / St. Ann's West,2010,,Belmont Secondary School,,Belmont,BELMONT,24,80,0,0,,,,,,
Port of Spain North / St. Ann's West,2010,,Belmont Secondary School,,Belmont,BELMONT,68,198,0,0,,,,,,
Port of Spain North / St. Ann's West,2010,,Belmont Secondary School,,Belmont,BELMONT,215,63,0,0,,,,,,
Port of Spain North / St. Ann's West,2010,,St. Francois Girls College,,Belmont,BELMONT,192,48,0,0,,,,,,
Port of Spain North / St. Ann's West,2010,,Chinapoo Government Primary School,,Belmont,BELMONT,33,6,0,0,,,,,,
Tobago West,2010,,Bethel Community Centre,,Bethel,BETHEL,239,0,0,236,,,,,,
Tobago West,2010,,Bethel Community Centre,,Bethel,BETHEL,85,0,0,236,,,,,,
Tobago West,2010,,Montgomery Government Primary School,,Bethel,BETHEL,178,0,0,266,,,,,,
Tobago West,2010,,Montgomery Government Primary School,,Bethel,BETHEL,184,0,0,209,,,,,,
Tobago West,2010,,Montgomery Government Primary School,,Bethel,BETHEL,107,0,0,146,,,,,,
Tobago West,2010,,Montgomery Government Primary School,,Bethel,BETHEL,123,0,0,156,,,,,,
Tobago East,2010,,Ebenezer Methodist Primary School,,Betsy's Hope,BETSY'S HOPE,146,0,0,214,,,,,,
Tobago East,2010,,Ebenezer Methodist Primary School,,Betsy's Hope,BETSY'S HOPE,144,0,0,188,,,,,,
Cumuto/Manzanilla ,2010,2360,BICHE RC SCHOOL ,"427-2 BOREL STREET, NEWLANDS VILLAGE ",BICHE,BICHE,88,240,0,0,0,0,0,2,330,431
Cumuto/Manzanilla ,2010,2411,BICHE RC SCHOOL ,"LP 427-2 BOREL STREET, NEWLANDS VILLAGE ",BICHE,BICHE,151,184,0,0,3,0,0,4,342,446
Mayaro,2010,,Biche RC School,,Biche,BICHE,78,210,0,0,,,,,,
Mayaro,2010,,Biche RC School,,Biche,BICHE,74,198,0,0,,,,,,
Mayaro,2010,,Biche RC School,,Biche,BICHE,68,170,0,0,,,,,,
Mayaro,2010,,St. Therese RC School,,Rio Claro,BICHE,133,199,0,0,,,,,,
Mayaro,2010,,St. Therese RC School,,Rio Claro,BICHE,77,254,0,0,,,,,,
Mayaro,2010,,Muslim League School Primary School,,Rio Claro,BICHE,116,247,0,0,,,,,,
Cumuto/Manzanilla ,2010,2625,BICHE COMMUNITY CENTER ,"BAPTISTE STREET, CANQUE VILLAGE ",BICHE ,BICHE ,67,113,0,0,1,0,0,0,181,259
Cumuto/Manzanilla ,2010,2630,BICHE COMMUNITY CENTER ,"BAPTISTE STREET, CANQUE VILLAGE ",BICHE ,BICHE ,66,245,0,0,1,0,0,0,312,395
Tobago West,2010,,Black Rock Regional Complex,,Black Rock,BLACK ROCK,62,0,0,214,,,,,,
Tobago West,2010,,Black Rock Governement Primary School,,Black Rock,BLACK ROCK,167,0,0,121,,,,,,
Arima,2010,1910,BLANCHISSEUSE SECONDARY SCHOOL,"PARIA MAIN ROAD
",LA FILLETTE,BLANCHISSEUSE,121,0,50,0,0,3,0,0,174,293
Arima,2010,1915 & 1925,BLANCHISSEUSE GOV'T PRIMARY SCHOOL,LP28 PARIA MAIN ROAD UPPER VILLAGE BLANCHISSEUSE,BLANCHISSEUSE,BLANCHISSEUSE,46,0,34,0,0,1,0,1,82,166
Arima,2010,1920,BLANCHISSEUSE GOV'T PRIMARY SCHOOL,LP28 PARIA MAIN ROAD UPPER VILLAGE BLANCHISSEUSE,BLANCHISSEUSE,BLANCHISSEUSE,134,0,84,0,0,3,0,1,222,439
Tobago East,2010,,Bloody Bay Community Centre,,Bloody Bay,BLOODY BAY,42,0,0,49,,,,,,
Diego Martin North/East,2010,0190_02,Boissiere Village R.C. School,,Boissiere No. 1,BOISSIERE,114,198,0,0,,,,,,
Diego Martin North/East,2010,*0195,Boissiere Village R.C. School,,Boissiere No. 2,BOISSIERE,127,216,0,0,,,,,,
Diego Martin North/East,2010,205,Boissiere Village R.C. School,,Boissiere No. 3,BOISSIERE,52,183,0,0,,,,,,
Diego Martin North/East,2010,0207_01,Boissiere Village R.C. School,,Boissiere No. 4,BOISSIERE,47,217,0,0,,,,,,
Tobago West,2010,,School for the Deaf,,Bon Accord,BON ACCORD,125,0,0,109,,,,,,
Tobago West,2010,,School for the Deaf,,Bon Accord,BON ACCORD,128,0,0,92,,,,,,
Tobago West,2010,,Bon Accord Government Primary School,,Bon Accord,BON ACCORD,123,0,0,144,,,,,,
Tobago West,2010,,Bon Accord Government Primary School,,Bon Accord,BON ACCORD,116,0,0,153,,,,,,
Tobago West,2010,,Bon Accord Government Primary School,,Bon Accord,BON ACCORD,113,0,0,159,,,,,,
Tobago West,2010,,Bon Accord Government Primary School,,Bon Accord,BON ACCORD,108,0,0,174,,,,,,
Tobago West,2010,,Bon Accord Government Primary School,,Bon Accord,BON ACCORD,39,0,0,66,,,,,,
Tobago West,2010,,Bon Accord Government Primary School,,Bon Accord,BON ACCORD,237,0,0,178,,,,,,
Tabaquite,2010,,Bonne Aventure Presbyterian School,,Bonne Aventure,BONNE AVENTURE,30,326,0,0,,,,,,
Tabaquite,2010,,Bonne Aventure Presbyterian School,,Bonne Aventure,BONNE AVENTURE,60,255,0,0,,,,,,
Tabaquite,2010,,Whiteland Community Centre,,Bonne Aventure,BONNE AVENTURE,96,182,0,0,,,,,,
Tabaquite,2010,,Bonne Aventure Presbyterian School,,Bonne Aventure,BONNE AVENTURE,66,218,0,0,,,,,,
Tabaquite,2010,,Bonne Aventure Presbyterian School,,Bonne Aventure,BONNE AVENTURE,26,276,0,0,,,,,,
Tabaquite,2010,,Gasparillo Secondary School,,Bonne Aventure,BONNE AVENTURE,138,174,0,0,,,,,,
Tabaquite,2010,,Bonne Aventure Presbyterian School,,Bonne Aventure,BONNE AVENTURE,107,189,0,0,,,,,,
Tabaquite,2010,,Bonne Aventure Presbyterian School,,Bonne Aventure,BONNE AVENTURE,95,231,0,0,,,,,,
Arima,2010,1930_01,BRASSO SECO COMMUNITY CENTRE,"MADAMAS ROAD, BRASSO SECO VILLAGE",PARIA,BRASSO SECO VILLAGE,37,0,72,0,0,3,0,2,114,282
Arima,2010,1930_02,MORNE LA CROIX COMMUNITY CENTRE,LP 213 BLANCHISSEUSE ROAD,MORNE LA CRIOX,BRASSO SECO VILLAGE,10,0,35,0,0,1,0,1,47,
La Horquetta/Talparo,2010,,Brazil R.C. School,,Brazil,BRAZIL,130,205,0,0,,,,,,
La Horquetta/Talparo,2010,,Brazil R.C. School,,Brazil,BRAZIL,115,262,0,0,,,,,,
La Brea,2010,,Brighton A.C. School,,La Brea,BRIGHTON,189,97,0,0,,,,,,
La Brea,2010,,Brighton A.C. School,,La Brea,BRIGHTON,173,128,0,0,,,,,,
La Brea,2010,,Brighton A.C. School,,La Brea,BRIGHTON,390,65,0,0,,,,,,
Naparima,2010,,Williamsville Secondary School,,Williamsville,BROTHERS ROAD,15,506,0,0,,,,,,
Naparima,2010,,Brothers Presbyterian School,,Williamsville,BROTHERS ROAD,68,326,0,0,,,,,,
Naparima,2010,,Brothers Presbyterian School,,Williamsville,BROTHERS ROAD,26,200,0,0,,,,,,
Naparima,2010,,Brothers Presbyterian School,,Williamsville,BROTHERS ROAD,30,225,0,0,,,,,,
Naparima,2010,,Brothers Presbyterian School,,Williamsville,BROTHERS ROAD,11,58,0,0,,,,,,
Naparima,2010,,Brothers Presbyterian School,,Williamsville,BROTHERS ROAD,3,329,0,0,,,,,,
Tobago West,2010,,Buccoo Government Primary School,,Buccoo Point,BUCCOO POINT,142,0,0,114,,,,,,
Tobago West,2010,,Buccoo government Primary School,,Buccoo Point,BUCCOO POINT,174,0,0,83,,,,,,
Point Fortin,2010,,Buenos Ayres Government School,,Buenos Ayres,BUENOS AYRES,177,0,101,0,,,,,,
Couva North,2010,2955_01,WATERLOO PRESBYTERIAN SCHOOL ,WATERLOO ROAD ,CARAPICHAIMA,BUTLER VILLAGE,140,201,0,0,0,0,0,1,342,936
Couva North,2010,2955_02,WATERLOO PRESBYTERIAN SCHOOL ,WATERLOO ROAD ,CARAPICHAIMA,BUTLER VILLAGE,146,236,0,0,0,0,0,2,384,
Couva South ,2010,3094_01,MC BEAN PRESBYTERIAN SCHOOL ,CALCUTTA ROAD  NO 1 ,MC BEAN ,CALCUTTAÊSETTLEMENTÊNO.2,74,378,0,0,0,0,0,0,452,1267
Couva South ,2010,3094_02,MC BEAN PRESBYTERIAN SCHOOL ,CALCUTTA ROAD  NO 1 ,MC BEAN ,CALCUTTAÊSETTLEMENTÊNO.2,50,481,0,0,0,0,0,1,532,
Couva South ,2010,3155,CALIFORNIA GOVERNMENT SCHOOL ,SOUTHERN MAIN ROAD,CALIFORNIA,CALIFORNIA,63,105,0,0,0,0,0,3,171,219
Couva South ,2010,3160,CALIFORNIA GOVERNMENT SCHOOL ,SOUTHERN MAIN ROAD,CALIFORNIA,CALIFORNIA,51,208,0,0,0,0,0,2,261,357
Couva South ,2010,3165,CALIFORNIA GOVERNMENT SCHOOL ,SOUTHERN MAIN ROAD,CALIFORNIA,CALIFORNIA,100,196,0,0,0,0,0,1,297,392
Couva South ,2010,3170,CALIFORNIA YOUTH CENTER ,YALLERY STREET ,CALIFORNIA,CALIFORNIA,92,169,0,0,0,0,0,2,263,363
Couva South ,2010,3175,CALIFORNIA YOUTH CENTER ,YALLERY STREET ,CALIFORNIA,CALIFORNIA,127,235,0,0,0,0,0,3,365,476
Arima,2010,1935_01,HOLY CROSS COLLEGE,"FARIA AVENUE, CALVARY HILL",Arima Proper,CALVARY HILL ,120,0,234,0,0,4,0,4,362,637
Arima,2010,1936_01,HOLY CROSS COLLEGE,"FARIA AVENUE, CALVARY HILL",Arima Proper,CALVARY HILL ,116,0,120,0,0,4,0,0,240,823
Arima,2010,1936_02,HOLY CROSS COLLEGE,"FARIA AVENUE, CALVARY HILL",Arima Proper,CALVARY HILL ,146,0,95,0,0,3,0,3,247,
Arima,2010,1937_01,HOLY CROSS COLLEGE,"FARIA AVENUE, CALVARY HILL",Arima Proper,CALVARY HILL ,139,0,158,0,0,5,0,5,307,501
Arima,2010,1938_01,HOLY CROSS COLLEGE,"FARIA AVENUE, CALVARY HILL",Arima Proper,CALVARY HILL ,119,0,123,0,0,2,0,3,247,386
Arima,2010,1946_01,HOLY CROSS COLLEGE,"FARIA AVENUE, CALVARY HILL",Arima Proper,CALVARY HILL ,95,0,103,0,0,7,0,0,205,329
Oropouche East,2010,,Canaan Presbyterian School,,Duncan Village,CANAAN,114,282,0,0,,,,,,
Oropouche East,2010,,Canaan Presbyterian School,,Duncan Village,CANAAN,196,226,0,0,,,,,,
Oropouche East,2010,,Canaan Presbyterian School,,Duncan Village,CANAAN,140,372,0,0,,,,,,
Oropouche East,2010,,Canaan Presbyterian School,,Duncan Village,CANAAN,104,319,0,0,,,,,,
Oropouche East,2010,,Canaan Presbyterian School,,Duncan Village,CANAAN,86,265,0,0,,,,,,
Oropouche East,2010,,Canaan Presbyterian School,,Duncan Village,CANAAN,81,289,0,0,,,,,,
Oropouche East,2010,,Canaan Presbyterian School,,Duncan Village,CANAAN,63,269,0,0,,,,,,
Oropouche East,2010,,Canaan Presbyterian School,,Duncan Village,CANAAN,43,336,0,0,,,,,,
Tobago West,2010,,Canaan/Bon Accord Community Centre,,Bon Accord,CANAAN,181,0,0,233,,,,,,
St. Ann's East,2010,,Cantaro Community Centre,,Santa Cruz,CANTARO VILLAGE,285,145,0,0,,,,,,
St. Ann's East,2010,,Cantaro Community Centre,,Santa Cruz,CANTARO VILLAGE,234,150,0,0,,,,,,
St. Ann's East,2010,,Cantaro Community Centre,,Santa Cruz,CANTARO VILLAGE,278,117,0,0,,,,,,
Point Fortin,2010,,Cap-De-Ville Government School,,Cap-de-Ville,CAP-DE-VILLE,26,0,92,0,,,,,,
Point Fortin,2010,,Cap-De-Ville Government School,,Cap-de-Ville,CAP-DE-VILLE,180,0,158,0,,,,,,
Point Fortin,2010,,Cap-De-Ville Government School,,Cap-de-Ville,CAP-DE-VILLE,156,0,83,0,,,,,,
Point Fortin,2010,,Cap-De-Ville Government School,,Cap-de-Ville,CAP-DE-VILLE,108,0,124,0,,,,,,
Point Fortin,2010,,Cap-De-Ville Government School,,Cap-de-Ville,CAP-DE-VILLE,190,0,199,0,,,,,,
Point Fortin,2010,,Cap-De-Ville Government School,,Cap-de-Ville,CAP-DE-VILLE,201,0,190,0,,,,,,
Point Fortin,2010,,Cap-De-Ville Community Centre,,Cap-de-Ville,CAP-DE-VILLE,159,0,159,0,,,,,,
Point Fortin,2010,,Cap-De-Ville Community Centre,,Cap-de-Ville,CAP-DE-VILLE,150,0,216,0,,,,,,
Point Fortin,2010,,Cap-De-Ville Community Centre,,Cap-de-Ville,CAP-DE-VILLE,175,0,184,0,,,,,,
Couva North,2010,2960_02,ORANGE FIELD HINDU SCHOOL ,APPOO AVE ORANGE FIELD ROAD ,ORANGE FIELD ,CARAPICHAIMA,179,248,0,0,0,0,0,4,431,588
Couva North,2010,2961_01,ORANGE FIELD HINDU SCHOOL ,APPOO AVE ORANGE FIELD ROAD ,ORANGE FIELD ,CARAPICHAIMA,69,251,0,0,0,0,0,1,321,892
Couva North,2010,2961_02,ORANGE FIELD HINDU SCHOOL ,APPOO AVE ORANGE FIELD ROAD ,ORANGE FIELD ,CARAPICHAIMA,74,344,0,0,0,0,0,2,420,
Couva North,2010,2962_01,ORANGE FIELD HINDU SCHOOL ,APPOO AVE ORANGE FIELD ROAD ,ORANGE FIELD ,CARAPICHAIMA,3,227,0,0,0,0,0,1,231,273
Couva North,2010,2963,ORANGE FIELD HINDU SCHOOL ,APPOO AVE ORANGE FIELD ROAD ,ORANGE FIELD ,CARAPICHAIMA,12,437,0,0,0,0,0,0,449,536
Couva North,2010,2964,ORANGE FIELD HINDU SCHOOL ,APPOO AVE ORANGE FIELD ROAD ,ORANGE FIELD ,CARAPICHAIMA,14,458,0,0,0,0,0,0,472,590
Couva North,2010,2990,WATERLOO SECONDARY SCHOOL ,WATERLOO ROAD ,CARAPICHAIMA,CARAPICHAIMA,78,389,0,0,0,0,0,0,467,603
Couva North,2010,2994,WATERLOO SECONDARY SCHOOL ,WATERLOO ROAD ,CARAPICHAIMA,CARAPICHAIMA,69,234,0,0,0,0,0,1,304,372
Couva North,2010,2996_01,WATERLOO SECONDARY SCHOOL ,WATERLOO ROAD ,CARAPICHAIMA,CARAPICHAIMA,91,181,0,0,0,0,0,3,275,738
Couva North,2010,2996_02,WATERLOO SECONDARY SCHOOL ,WATERLOO ROAD ,CARAPICHAIMA,CARAPICHAIMA,104,188,0,0,0,0,0,0,292,
Couva North,2010,3105_01,WATERLOO SECONDARY SCHOOL ,WATERLOO ROAD ,CARAPICHAIMA,CARAPICHAIMA,105,202,0,0,0,0,0,1,308,898
Couva North,2010,3105_02,WATERLOO SECONDARY SCHOOL ,WATERLOO ROAD ,CARAPICHAIMA,CARAPICHAIMA,89,225,0,0,0,0,0,1,315,
Couva North,2010,3110,CARAPICHAIMA AC SCHOOL ,WATERLOO ROAD ,CARAPICHAIMA,CARAPICHAIMA,102,201,0,0,0,0,0,0,303,392
D'Abadie/O'Meara,2010,2050_01,Carapo R.C. School,,Carapo,CARAPO,120,0,141,0,,,,,,
D'Abadie/O'Meara,2010,2050_02,Carapo R.C. School,,Carapo,CARAPO,130,0,267,0,,,,,,
D'Abadie/O'Meara,2010,2050_03,Carapo R.C. School,,Carapo,CARAPO,129,0,330,0,,,,,,
D'Abadie/O'Meara,2010,2050_04,Carapo R.C. School,,Carapo,CARAPO,113,0,236,0,,,,,,
D'Abadie/O'Meara,2010,2050_05,Carapo R.C. School,,Carapo,CARAPO,112,0,284,0,,,,,,
D'Abadie/O'Meara,2010,2050_06,Carapo R.C. School,,Carapo,CARAPO,108,0,358,0,,,,,,
Cumuto/Manzanilla ,2010,2380,CUMUTO PRESBYTERIAN SCHOOL ,ST MARIE EMMANUEL ROAD ,CARATAL,CARATAL,46,379,0,0,3,0,0,3,431,540
Tabaquite,2010,,Caratal Sacred Heart RC School,,Caratal,CARATAL,174,201,0,0,,,,,,
Tabaquite,2010,,Caratal Sacred Heart RC School,,Caratal,CARATAL,28,141,0,0,,,,,,
Tabaquite,2010,,Caratal Sacred Heart RC School,,Caratal,CARATAL,67,33,0,0,,,,,,
Tabaquite,2010,,Caratal Sacred Heart RC School,,Caratal,CARATAL,226,68,0,0,,,,,,
Tabaquite,2010,,Caratal Sacred Heart RC School,,Caratal,CARATAL,160,70,0,0,,,,,,
Caroni Central,2010,2841_01,CHANDERNAGORE PRESBYTERIAN SCHOOL,"SOUTHERN MAIN ROAD, EDINBURGH VILLAGE",CHAGUANAS,CARLSEN FIELD,105,183,0,0,0,0,0,1,289,786
Caroni Central,2010,2841_02,CHANDERNAGORE PRESBYTERIAN SCHOOL,"SOUTHERN MAIN ROAD, EDINBURGH VILLAGE",CHAGUANAS,CARLSEN FIELD,65,229,0,0,0,0,0,0,294,
Caroni Central,2010,3001_01,CHANDERNAGORE PRESBYTERIAN SCHOOL,"SOUTHERN MAIN ROAD, EDINBURGH VILLAGE",CHAGUANAS,CARLSEN FIELD,84,369,0,0,0,0,0,2,455,1281
Caroni Central,2010,3001_02,CHANDERNAGORE PRESBYTERIAN SCHOOL,"SOUTHERN MAIN ROAD, EDINBURGH VILLAGE",CHAGUANAS,CARLSEN FIELD,62,427,0,0,0,0,0,1,490,
Couva North,2010,2980_01,CHANDERNAGORE PRESBYTERIAN SCHOOL,SOUTHERN MAIN ROAD,EDINBURGH VILLAGE,CARLSEN FIELD,40,252,0,0,0,0,0,1,293,839
Couva North,2010,2980_02,CHANDERNAGORE PRESBYTERIAN SCHOOL,SOUTHERN MAIN ROAD,EDINBURGH VILLAGE,CARLSEN FIELD,36,308,0,0,0,0,0,0,344,
Tobago West,2010,,Carnbee/Mt. Pleasant Community Centre,,Mt. Pleasant ,CARNBEE/ ALL FIELD TRACE,136,0,0,157,,,,,,
Diego Martin West,2010,0010_01,Carenage Boys Government School,,Carnegage,CARNEGAGE,93,26,0,0,,,,,,
Diego Martin West,2010,0010_02,Carenage Boys Government School,,Carnegage,CARNEGAGE,140,49,0,0,,,,,,
Diego Martin West,2010,11,Carenage Boys Government School,,Carnegage,CARNEGAGE,13,0,39,0,,,,,,
Diego Martin West,2010,15,Carenage Boys Government School,,Carnegage,CARNEGAGE,158,0,65,0,,,,,,
Diego Martin West,2010,20,Carenage Boys Government School,,Carnegage,CARNEGAGE,147,0,63,0,,,,,,
Diego Martin West,2010,21,Carenage Boys Government School,,Carnegage,CARNEGAGE,62,0,23,0,,,,,,
Diego Martin West,2010,0022_01,Carenage Girls Government School,,Carnegage,CARNEGAGE,226,0,93,0,,,,,,
Diego Martin West,2010,0022_02,Carenage Girls Government School,,Carnegage,CARNEGAGE,125,0,71,0,,,,,,
Diego Martin West,2010,25,Carenage Girls Government School,,Carnegage,CARNEGAGE,161,0,62,0,,,,,,
Diego Martin West,2010,26,Carenage Girls Government School,,Carnegage,CARNEGAGE,265,0,62,0,,,,,,
Diego Martin West,2010,30,Carenage Girls Government School,,Carnegage,CARNEGAGE,216,0,33,0,,,,,,
Port of Spain North / St. Ann's West,2010,,School for the Deaf,,Cascade,CASCADE,100,122,0,0,,,,,,
Port of Spain North / St. Ann's West,2010,,School for the Deaf,,Cascade,CASCADE,113,124,0,0,,,,,,
Port of Spain North / St. Ann's West,2010,,School for the Deaf,,Cascade,CASCADE,119,328,0,0,,,,,,
Tobago East,2010,,Castara Governement Primary School,,Castara,CASTARA,103,0,0,86,,,,,,
Point Fortin,2010,,Cedros AC School,,Bonasse Village,CEDROS,110,0,227,0,,,,,,
Point Fortin,2010,,Cedros AC School,,Bonasse Village,CEDROS,81,0,220,0,,,,,,
Point Fortin,2010,,Cedros AC School,,Bonasse Village,CEDROS,28,0,246,0,,,,,,
Point Fortin,2010,,Cedros Community Centre,,Cedros,CEDROS,96,0,373,0,,,,,,
Point Fortin,2010,,Lochmaben RC School,,Cedros,CEDROS,99,0,357,0,,,,,,
Point Fortin,2010,,Lochmaben RC School,,Cedros,CEDROS,13,0,147,0,,,,,,
Chaguanas West ,2010,2875_01,CHAGUANAS RC SCHOOL ,HENDERSON STREET ,CHAGUANAS,CHAGUANAS PROPER ,93,287,0,0,0,0,0,2,382,1740
Chaguanas West ,2010,2875_02,CHAGUANAS RC SCHOOL ,HENDERSON STREET ,CHAGUANAS,CHAGUANAS PROPER ,70,355,0,0,0,0,0,0,425,
Chaguanas West ,2010,2875_03,CHAGUANAS RC SCHOOL ,HENDERSON STREET ,CHAGUANAS,CHAGUANAS PROPER ,66,328,0,0,0,0,0,0,394,
Chaguanas West ,2010,2890_01,PRESENTATION COLLEGE ,ST YVES STREET ,CHAGUANAS,CHAGUANAS PROPER ,68,159,0,0,0,0,0,0,227,709
Chaguanas West ,2010,2890_02,PRESENTATION COLLEGE ,ST YVES STREET ,CHAGUANAS,CHAGUANAS PROPER ,70,209,0,0,0,0,0,1,280,
Chaguanas West ,2010,2915_01,CHAGUANAS RC SCHOOL ,HENDERSON STREET ,CHAGUANAS,CHAGUANAS PROPER ,118,164,0,0,0,0,0,1,283,875
Chaguanas West ,2010,2915_02,CHAGUANAS RC SCHOOL ,HENDERSON STREET ,CHAGUANAS,CHAGUANAS PROPER ,71,245,0,0,0,0,0,1,317,
Couva North,2010,2905_01,MONTROSE APS VEDIC SCHOOL ,38-40 ELEANORE STREET,CHAGUANAS,CHAGUANAS PROPER ,61,205,0,0,0,0,0,1,267,748
Couva North,2010,2905_02,MONTROSE APS VEDIC SCHOOL ,38-40 ELEANORE STREET,CHAGUANAS,CHAGUANAS PROPER ,26,264,0,0,0,0,0,3,293,
Couva North,2010,2906,MONTROSE APS VEDIC SCHOOL ,38-40 ELEANORE STREET,CHAGUANAS,CHAGUANAS PROPER ,250,328,0,0,0,0,0,1,579,187
Couva North,2010,2910,MONTROSE APS VEDIC SCHOOL ,38-40 ELEANORE STREET,CHAGUANAS,CHAGUANAS PROPER ,153,199,0,0,0,0,0,1,353,487
Couva North,2010,2975_01,CHAGUANAS COMMUNITY CENTER ,MARC STREET ,COMMUNITY CENTRE ,CHAGUANAS PROPER ,92,248,0,0,0,0,0,1,341,873
Couva North,2010,2975_02,CHAGUANAS COMMUNITY CENTER ,MARC STREET ,COMMUNITY CENTRE ,CHAGUANAS PROPER ,46,230,0,0,0,0,0,1,277,
Diego Martin West,2010,5,Government Training Unit,,Chaguaramas,CHAGUARAMAS,170,25,0,0,,,,,,
St. Joseph,2010,,Mt. D'or Government Primary School,,Champ Fleurs ,CHAMP FLEURS ,200,222,0,0,,,,,,
St. Joseph,2010,,Mt. D'or Government Primary School,,Champ Fleurs ,CHAMP FLEURS ,199,54,0,0,,,,,,
St. Joseph,2010,,Mt. D'or Government Primary School,,Champ Fleurs ,CHAMP FLEURS ,156,73,0,0,,,,,,
St. Joseph,2010,,Mt. D'or Government Primary School,,Champ Fleurs ,CHAMP FLEURS ,196,69,0,0,,,,,,
St. Joseph,2010,,West Indian Tobacco Sports Club,,Champ Fleurs ,CHAMP FLEURS ,178,73,0,0,,,,,,
St. Joseph,2010,,West Indian Tobacco Sports Club,,Champ Fleurs ,CHAMP FLEURS ,173,219,0,0,,,,,,
St. Joseph,2010,,Mt. D'or Government Primary School,,Champ Fleurs ,CHAMP FLEURS ,193,83,0,0,,,,,,
Couva North,2010,2981,AGOSTINI SETTLEMENT KABIR PANTH SCHOOL ,LIMEHEAD ROAD ,CHASE VILLAGE,CHANDERNAGORE,61,306,0,0,0,0,0,0,367,551
Couva North,2010,2982,AGOSTINI SETTLEMENT KABIR PANTH SCHOOL ,LIMEHEAD ROAD ,CHASE VILLAGE,CHANDERNAGORE,25,363,0,0,0,0,0,3,391,471
Couva North,2010,2985,AGOSTINI SETTLEMENT KABIR PANTH SCHOOL ,LIMEHEAD ROAD ,CHASE VILLAGE,CHANDERNAGORE,116,264,0,0,0,0,0,4,384,518
Couva North,2010,2986,AGOSTINI SETTLEMENT KABIR PANTH SCHOOL ,LIMEHEAD ROAD ,CHASE VILLAGE,CHANDERNAGORE,28,256,0,0,0,0,0,1,285,354
Couva North,2010,2987_01,AGOSTINI SETTLEMENT KABIR PANTH SCHOOL ,LIMEHEAD ROAD ,CHASE VILLAGE,CHANDERNAGORE,89,260,0,0,0,0,0,2,351,902
Couva North,2010,2987_02,AGOSTINI SETTLEMENT KABIR PANTH SCHOOL ,LIMEHEAD ROAD ,CHASE VILLAGE,CHANDERNAGORE,57,254,0,0,0,0,0,1,312,
Chaguanas West ,2010,2741,CHARLIEVILLE PRESBYTERIAN SCHOOL ,CARONI SAVANNAH ROAD ,CHARLIEVILLE,CHARLIEVILLE,9,246,0,0,0,0,0,3,258,339
Chaguanas West ,2010,2755_01,CHARLIEVILLE PRESBYTERIAN SCHOOL ,CARONI SAVANNAH ROAD ,CHARLIEVILLE,CHARLIEVILLE,15,381,0,0,0,0,0,0,396,1475
Chaguanas West ,2010,2755_02,CHARLIEVILLE PRESBYTERIAN SCHOOL ,CARONI SAVANNAH ROAD ,CHARLIEVILLE,CHARLIEVILLE,4,392,0,0,0,0,0,0,396,
Chaguanas West ,2010,2755_03,CHARLIEVILLE PRESBYTERIAN SCHOOL ,CARONI SAVANNAH ROAD ,CHARLIEVILLE,CHARLIEVILLE,6,393,0,0,0,0,0,1,400,
Chaguanas West ,2010,2760,CHARLIEVILLE PRESBYTERIAN SCHOOL ,CARONI SAVANNAH ROAD ,CHARLIEVILLE,CHARLIEVILLE,12,489,0,0,0,0,0,1,502,627
Chaguanas West ,2010,2761,CHARLIEVILLE PRESBYTERIAN SCHOOL ,CARONI SAVANNAH ROAD ,CHARLIEVILLE,CHARLIEVILLE,1,291,0,0,0,0,0,5,297,366
Chaguanas West ,2010,2762,CHARLIEVILLE PRESBYTERIAN SCHOOL ,CARONI SAVANNAH ROAD ,CHARLIEVILLE,CHARLIEVILLE,2,544,0,0,0,0,0,0,546,637
Chaguanas West ,2010,2865_01,CHARLIEVILLE ASJA PRIMARY SCHOOL ,"ASJA AVENUE, CARONI SAVANNAH ROAD ",ST CHARLES VILLAGE ,CHARLIEVILLE,17,265,0,0,0,0,0,1,283,732
Chaguanas West ,2010,2865_02,CHARLIEVILLE ASJA PRIMARY SCHOOL ,"ASJA AVENUE, CARONI SAVANNAH ROAD ",ST CHARLES VILLAGE ,CHARLIEVILLE,9,247,0,0,0,0,0,2,258,
Chaguanas West ,2010,2866,ASJA BOYS COLLEGE ,"ASJA AVENUE, CARONI SAVANNAH ROAD ",ST CHARLES VILLAGE ,CHARLIEVILLE,23,427,0,0,0,0,0,0,450,603
Chaguanas West ,2010,2870_01,CHARLIEVILLE ASJA PRIMARY SCHOOL ,"ASJA AVENUE, CARONI SAVANNAH ROAD ",ST CHARLES VILLAGE ,CHARLIEVILLE,3,321,0,0,0,0,0,1,325,704
Chaguanas West ,2010,2870_02,CHARLIEVILLE ASJA PRIMARY SCHOOL ,"ASJA AVENUE, CARONI SAVANNAH ROAD ",ST CHARLES VILLAGE ,CHARLIEVILLE,1,254,0,0,0,0,0,0,255,
Chaguanas West ,2010,2871,ASJA BOYS COLLEGE ,"ASJA AVENUE, CARONI SAVANNAH ROAD ",ST CHARLES VILLAGE ,CHARLIEVILLE,4,374,0,0,0,0,0,1,379,465
Tobago East,2010,,Charlotteville Community Centre,,Charlotteville,CHARLOTTEVILLE,102,0,0,146,,,,,,
