Electoral_Dist,Year,Poll_Div,Poll_Station,Poll_Road,Poll_Location ,Census_Poll_Location,PNM,UNC,COP,TOP,STAR,NNV,John_IND,Rejected_Ballots,Tot_Ballots_Cast,Registered_Voters
Arouca/Maloney ,2010,1812_02,MALONEY INDOOR SPORTS ARENA ,50 FLAMINGO BOULEVARD ,MALONEY GARDENS ,MALONEY GARDENS ,247,0,47,0,0,0,1,5,300,
Arouca/Maloney ,2010,1812_03,MALONEY INDOOR SPORTS ARENA ,50 FLAMINGO BOULEVARD ,MALONEY GARDENS ,MALONEY GARDENS ,261,0,47,0,0,0,1,1,310,
Arouca/Maloney ,2010,1813_01,MALONEY  GOVERNMENT PRIMARY SCHOOL ,LP 54 FLAMINGO BOULEVARD,MALONEY GARDENS ,MALONEY GARDENS ,284,0,58,0,0,0,0,2,344,1277
Arouca/Maloney ,2010,1813_02,MALONEY  GOVERNMENT PRIMARY SCHOOL ,LP 54 FLAMINGO BOULEVARD,MALONEY GARDENS ,MALONEY GARDENS ,322,0,86,0,0,0,4,0,412,
Cumuto/Manzanilla ,2010,2325,MANZANILLA GOVT SCHOOL ,EASTERN MAIN ROAD ,MANZANILLA,MANZANILLA,117,110,0,0,3,0,0,0,230,341
Cumuto/Manzanilla ,2010,2330,MANZANILLA GOVT SCHOOL ,EASTERN MAIN ROAD ,MANZANILLA,MANZANILLA,111,67,0,0,0,0,0,0,178,223
Cumuto/Manzanilla ,2010,2335,NORTH MANZANILLA GOVT SCHOOL ,NORTHMANZANILLA ROAD ,MANZANILLA,MANZANILLA,181,20,0,0,2,0,0,3,206,271
Cumuto/Manzanilla ,2010,2340,MANZANILLA SECONDARY SCHOOL ,CEDAR HILL TRACE,MANZANILLA,MANZANILLA,304,70,0,0,0,0,0,0,374,499
Cumuto/Manzanilla ,2010,2345_01,PLUM ROAD PRESBYTERIAN SCHOOL ,PLUM ROAD,MANZANILLA,MANZANILLA,115,178,0,0,2,0,0,2,297,867
Cumuto/Manzanilla ,2010,2345_01,PLUM ROAD PRESBYTERIAN SCHOOL ,PLUM ROAD,MANZANILLA,MANZANILLA,64,248,0,0,2,0,0,8,322,
Cumuto/Manzanilla ,2010,2350,MANZANILLA COMMUNITY CENTER ,PLUM ROAD,MANZANILLA,MANZANILLA,195,269,0,0,1,0,0,22,487,655
Point-A-Pierre,2010,,Marabella North Secondary School,,Marabella,MARABELLA,67,326,0,0,,,,,,
Point-A-Pierre,2010,,Marabella North Secondary School,,Marabella,MARABELLA,282,266,0,0,,,,,,
Point-A-Pierre,2010,,Marabella North Secondary School,,Marabella,MARABELLA,130,142,0,0,,,,,,
Point-A-Pierre,2010,,Marabella North Secondary School,,Marabella,MARABELLA,154,187,0,0,,,,,,
Point-A-Pierre,2010,,Marabella Community Centre,,Marabella,MARABELLA,153,141,0,0,,,,,,
Point-A-Pierre,2010,,Marabella Community Centre,,Marabella,MARABELLA,127,175,0,0,,,,,,
Point-A-Pierre,2010,,Marabella Government Primary School,,Marabella,MARABELLA,49,229,0,0,,,,,,
Point-A-Pierre,2010,,Marabella Government Primary School,,Marabella,MARABELLA,97,187,0,0,,,,,,
Point-A-Pierre,2010,,Marabella Government Primary School,,Marabella,MARABELLA,58,188,0,0,,,,,,
Point-A-Pierre,2010,,Marabella Government Primary School,,Marabella,MARABELLA,52,248,0,0,,,,,,
Point-A-Pierre,2010,,Marabella Government Primary School,,Marabella,MARABELLA,84,229,0,0,,,,,,
Point-A-Pierre,2010,,Marabella Government Primary School,,Marabella,MARABELLA,49,270,0,0,,,,,,
San Fernando East,2010,,Marabella Girls Angican School,,Marabella,MARABELLA,386,67,0,0,,,,,,
San Fernando East,2010,,Marabella Girls Angican School,,Marabella,MARABELLA,132,410,0,0,,,,,,
San Fernando West,2010,,Marabella Presbyterian Church Hall,,Marabella,MARABELLA,222,0,125,0,,,,,,
San Fernando West,2010,,Marabella Evangelical Church Annex,,Marabella,MARABELLA,203,0,102,0,,,,,,
San Fernando West,2010,,Marabella United Friendly Society Hall,,Marabella,MARABELLA,159,0,125,0,,,,,,
San Fernando West,2010,,Marabella United Friendly Society Hall,,Marabella,MARABELLA,163,0,219,0,,,,,,
San Fernando West,2010,,Marabella Presbyterian Church Hall,,Marabella,MARABELLA,240,0,170,0,,,,,,
San Fernando West,2010,,Marabella Boys Anglican School,,Marabella,MARABELLA,152,0,260,0,,,,,,
San Fernando West,2010,,Marabella Boys Anglican School,,Marabella,MARABELLA,83,0,169,0,,,,,,
San Fernando West,2010,,Marabella Boys Anglican School,,Marabella,MARABELLA,153,0,130,0,,,,,,
San Fernando West,2010,,Marabella Boys Anglican School,,Marabella,MARABELLA,326,0,153,0,,,,,,
San Fernando West,2010,,Marabella Girls Anglican School,,Marabella,MARABELLA,123,0,104,0,,,,,,
San Fernando West,2010,,Marabella Girls Anglican School,,Marabella,MARABELLA,188,0,93,0,,,,,,
Mortuga/Tableland,2010,,Marac Baptist School,,Macac Village,MARAC,391,75,0,0,,,,,,
St. Ann's East,2010,,Maracas RC School,,St. Joseph,MARACAS,211,173,0,0,,,,,,
St. Ann's East,2010,,Maracas RC School,,St. Joseph,MARACAS,164,207,0,0,,,,,,
St. Ann's East,2010,,Maracas RC School,,St. Joseph,MARACAS,156,174,0,0,,,,,,
Tunapuna,2010,,West Indies School of Theology,,Maracas,MARACAS,242,0,212,0,,,,,,
Tunapuna,2010,,West Indies School of Theology,,Maracas,MARACAS,264,0,222,0,,,,,,
Tunapuna,2010,,West Indies School of Theology,,Maracas,MARACAS,243,0,226,0,,,,,,
St. Ann's East,2010,,Maracas Bay Community Centre,,Santa Cruz,MARACAS BAY,78,184,0,0,,,,,,
St. Ann's East,2010,,Maracas Valley Community Centre,,St. Joseph,MARACAS/ST. JOSEPH,206,104,0,0,,,,,,
St. Ann's East,2010,,Maracas Valley Community Centre,,St. Joseph,MARACAS/ST. JOSEPH,168,139,0,0,,,,,,
St. Ann's East,2010,,Maracas Valley Community Centre,,St. Joseph,MARACAS/ST. JOSEPH,239,159,0,0,,,,,,
St. Ann's East,2010,,Maracas Valley Community Centre,,St. Joseph,MARACAS/ST. JOSEPH,133,189,0,0,,,,,,
Diego Martin North/East,2010,140,Paramin R.C. School,,Maraval,MARAVAL PROPER,143,118,0,0,,,,,,
Diego Martin North/East,2010,141,Paramin R.C. School,,Maraval,MARAVAL PROPER,233,96,0,0,,,,,,
Diego Martin North/East,2010,0145_01,Maraval Community Centre,,Maraval,MARAVAL PROPER,165,184,0,0,,,,,,
Diego Martin North/East,2010,0145_02,Maraval Community Centre,,Maraval,MARAVAL PROPER,161,114,0,0,,,,,,
Diego Martin North/East,2010,146,Maraval Community Centre,,Maraval,MARAVAL PROPER,210,175,0,0,,,,,,
Diego Martin North/East,2010,0150_01,Paramin R.C. School,,Maraval,MARAVAL PROPER,94,171,0,0,,,,,,
Diego Martin North/East,2010,0150_02,Paramin R.C. School,,Maraval,MARAVAL PROPER,87,198,0,0,,,,,,
Diego Martin North/East,2010,0151_01,Paramin R.C. School,,Maraval,MARAVAL PROPER,69,216,0,0,,,,,,
Diego Martin North/East,2010,0151_02,Paramin R.C. School,,Maraval,MARAVAL PROPER,142,70,0,0,,,,,,
Diego Martin North/East,2010,152,Paramin R.C. School,,Maraval,MARAVAL PROPER,165,84,0,0,,,,,,
Diego Martin North/East,2010,153,Paramin R.C. School,,Maraval,MARAVAL PROPER,193,145,0,0,,,,,,
Diego Martin North/East,2010,170,Maraval R.C. School,,Maraval,MARAVAL PROPER,102,201,0,0,,,,,,
Diego Martin North/East,2010,171,Maraval R.C. School,,Maraval,MARAVAL PROPER,72,256,0,0,,,,,,
Diego Martin North/East,2010,175,Maraval Community Centre,,Maraval,MARAVAL PROPER,75,225,0,0,,,,,,
Diego Martin North/East,2010,0176_01,Maraval R.C. School,,Maraval,MARAVAL PROPER,208,188,0,0,,,,,,
Diego Martin North/East,2010,0176_02,Maraval R.C. School,,Maraval,MARAVAL PROPER,255,108,0,0,,,,,,
Diego Martin North/East,2010,0180_01,Maraval R.C. School,,Maraval,MARAVAL PROPER,97,92,0,0,,,,,,
Diego Martin North/East,2010,0180_02,Maraval R.C. School,,Maraval,MARAVAL PROPER,123,61,0,0,,,,,,
Diego Martin North/East,2010,185,Maraval R.C. School,,Maraval,MARAVAL PROPER,120,63,0,0,,,,,,
Tobago East,2010,,Mason Hall Government Secondary School,,Mason Hall,MASON HALL,103,0,0,149,,,,,,
Tobago East,2010,,Mason Hall Government Secondary School,,Mason Hall,MASON HALL,119,0,0,226,,,,,,
Tobago East,2010,,Mason Hall Government Primary School,,Mason Hall,MASON HALL,91,0,0,2407,,,,,,
Tobago East,2010,,Mason Hall Government Primary School,,Mason Hall,MASON HALL,104,0,0,209,,,,,,
Tobago East,2010,,Mason Hall Government Primary School,,Mason Hall,MASON HALL,118,0,0,158,,,,,,
Tobago East,2010,,Mason Hall Government Primary School,,Mason Hall,MASON HALL,131,0,0,133,,,,,,
Toco/Sangre Grande,2010,,Matelot RC School,,Matelot,MATELOT,141,28,0,0,,,,,,
Toco/Sangre Grande,2010,,Matura Government School,,Matura,MATURA,154,173,0,0,,,,,,
Toco/Sangre Grande,2010,,Matura Government School,,Matura,MATURA,180,172,0,0,,,,,,
Mayaro,2010,,Mayaro Civic Centre,,Mayaro,MAYARO,155,145,0,0,,,,,,
Mayaro,2010,,Mayaro Civic Centre,,Mayaro,MAYARO,126,191,0,0,,,,,,
Mayaro,2010,,Mayaro Government School,,Mayaro,MAYARO,224,119,0,0,,,,,,
Mayaro,2010,,Mayaro Government School,,Mayaro,MAYARO,244,134,0,0,,,,,,
Mayaro,2010,,Mayaro Secondary School,,Mayaro,MAYARO,188,154,0,0,,,,,,
Mayaro,2010,,Mayaro Secondary School,,Mayaro,MAYARO,168,159,0,0,,,,,,
Tabaquite,2010,,Mayo RC School,,Mayo,MAYO,115,251,0,0,,,,,,
Tabaquite,2010,,Mayo RC School,,Mayo,MAYO,55,327,0,0,,,,,,
Couva North,2010,3096_01,MC BEAN HINDU SCHOOL ,SOUTHERN MAIN ROAD,MC BEAN ,MC BEAN ,67,255,0,0,0,0,0,1,323,970
Couva North,2010,3096_02,MC BEAN HINDU SCHOOL ,SOUTHERN MAIN ROAD,MC BEAN ,MC BEAN ,38,354,0,0,0,0,0,0,392,
Couva South ,2010,3095,MC BEAN HINDU SCHOOL ,SOUTHERN MAIN ROAD,MC BEAN ,MC BEAN ,28,484,0,0,0,0,0,0,512,623
Couva South ,2010,3097,MC BEAN HINDU SCHOOL ,SOUTHERN MAIN ROAD,MC BEAN ,MC BEAN ,116,386,0,0,0,0,0,1,503,678
La Horquetta/Talparo,2010,,Memoral RC School,,Memorial,MEMORIAL,171,310,0,0,,,,,,
San Fernando East,2010,,Mon Repos RC School,,San Fernando,MON REPOS,123,253,0,0,,,,,,
San Fernando East,2010,,Mon Repos RC School,,San Fernando,MON REPOS,121,79,0,0,,,,,,
San Fernando East,2010,,Mon Repos RC School,,San Fernando,MON REPOS,78,122,0,0,,,,,,
San Fernando East,2010,,Mon Repos RC School,,San Fernando,MON REPOS,186,282,0,0,,,,,,
Toco/Sangre Grande,2010,,Monte Video Government School,,Monte Video,MONTE VIDEO,36,12,0,0,,,,,,
Caroni Central,2010,2900,SEERERAM MEMORIAL APS VEDIC SCHOOL,"OLD SOUTHERN MAIN ROAD, MONTROSE",CHAGUANAS,MONTROSE VILLAGE,223,261,0,0,0,0,0,2,486,583
Tobago East,2010,,Moriah Community Centre,,Moriah,MORIAH,97,0,0,144,,,,,,
Tobago East,2010,,Moriah Community Centre,,Moriah,MORIAH,83,0,0,94,,,,,,
Tobago East,2010,,Moriah Community Centre Annex,,Moriah,MORIAH,70,0,0,139,,,,,,
Tobago East,2010,,Des Vignes Road Government Primary School,,Moriah,MORIAH,79,0,0,130,,,,,,
Siparia,2010,,Morne Diablo RC School,,Morne Diablo,MORNE DIABLO,270,72,0,0,,,,,,
Siparia,2010,,Morne Diablo RC School,,Morne Diablo,MORNE DIABLO,119,408,0,0,,,,,,
Siparia,2010,,Morne Diablo RC School,,Morne Diablo,MORNE DIABLO,77,274,0,0,,,,,,
Siparia,2010,,Morne Diablo RC School,,Morne Diablo,MORNE DIABLO,57,372,0,0,,,,,,
Mortuga/Tableland,2010,,Moruga Secondary School,,Basseterre ,MORUGA VILLAGE,198,98,0,0,,,,,,
Mortuga/Tableland,2010,,Moruga Secondary School,,Basseterre ,MORUGA VILLAGE,285,112,0,0,,,,,,
Barataria/San Juan,2010,1325,"ST. DOMINIC SAVIO, BARATARIAN BOYS RC SCHOOL ",48 8TH AVE & 11TH ST ,BARATARIA,MORVANT,172,179,0,0,0,0,0,2,353,526
Barataria/San Juan,2010,1330,"ST. DOMINIC SAVIO, BARATARIAN BOYS RC SCHOOL ",48 8TH AVE & 11TH ST ,BARATARIA,MORVANT,186,155,0,0,0,0,0,6,347,493
Laventille East/ Morvant,2010,,Misir Community Centre,,Morvant,MORVANT,233,0,58,0,,,,,,
Laventille East/ Morvant,2010,,Misir Community Centre,,Morvant,MORVANT,234,0,44,0,,,,,,
Laventille East/ Morvant,2010,,Misir Community Centre,,Morvant,MORVANT,190,0,47,0,,,,,,
Laventille East/ Morvant,2010,,Misir Community Centre,,Morvant,MORVANT,238,0,73,0,,,,,,
Laventille East/ Morvant,2010,,St. Dominic's RC School,,Morvant,MORVANT,251,0,47,0,,,,,,
Laventille East/ Morvant,2010,,Morvant Anglican Primary School,,Morvant,MORVANT,200,0,45,0,,,,,,
Laventille East/ Morvant,2010,,Morvant Anglican Primary School,,Morvant,MORVANT,202,0,48,0,,,,,,
Laventille East/ Morvant,2010,,Morvant Anglican Primary School,,Morvant,MORVANT,216,0,62,0,,,,,,
Laventille East/ Morvant,2010,,Russell Latapy Secondary School,,Morvant,MORVANT,251,0,78,0,,,,,,
Laventille East/ Morvant,2010,,Russell Latapy Secondary School,,Morvant,MORVANT,181,0,76,0,,,,,,
Laventille East/ Morvant,2010,,Russell Latapy Secondary School,,Morvant,MORVANT,198,0,98,0,,,,,,
Laventille East/ Morvant,2010,,Morvant New Government School,,Morvant,MORVANT,264,0,76,0,,,,,,
Laventille East/ Morvant,2010,,Morvant New Government School,,Morvant,MORVANT,237,0,7,0,,,,,,
Laventille East/ Morvant,2010,,Morvant New Government School,,Morvant,MORVANT,265,0,44,0,,,,,,
Laventille East/ Morvant,2010,,Morvant New Government School,,Morvant,MORVANT,222,0,57,0,,,,,,
Laventille East/ Morvant,2010,,Lower Morvant Government Primary School,,Morvant,MORVANT,196,0,51,0,,,,,,
Laventille East/ Morvant,2010,,Lower Morvant Government Primary School,,Morvant,MORVANT,67,0,24,0,,,,,,
Laventille East/ Morvant,2010,,Lower Morvant Government Primary School,,Morvant,MORVANT,284,0,92,0,,,,,,
Laventille East/ Morvant,2010,,Lower Morvant Government Primary School,,Morvant,MORVANT,227,0,79,0,,,,,,
Laventille East/ Morvant,2010,,Lower Morvant Government Primary School,,Morvant,MORVANT,179,0,53,0,,,,,,
Laventille East/ Morvant,2010,,St. Dominic's RC School,,Morvant,MORVANT,145,0,49,0,,,,,,
Laventille East/ Morvant,2010,,St. Dominic's RC School,,Morvant,MORVANT,182,0,36,0,,,,,,
Laventille East/ Morvant,2010,,Lower Morvant Government Primary School,,Morvant,MORVANT,312,0,49,0,,,,,,
Laventille West,2010,,Chinapoo Community Centre,,Morvant,MORVANT,176,0,59,0,,,,,,
Laventille West,2010,,Chinapoo Community Centre,,Morvant,MORVANT,164,0,86,0,,,,,,
Laventille West,2010,,Chinapoo Government Primary School,,Morvant,MORVANT,205,0,44,0,,,,,,
Laventille West,2010,,Chinapoo Government Primary School,,Morvant,MORVANT,214,0,38,0,,,,,,
Laventille West,2010,,Chinapoo Government Primary School,,Morvant,MORVANT,174,0,55,0,,,,,,
Laventille West,2010,,Chinapoo Government Primary School,,Morvant,MORVANT,169,0,64,0,,,,,,
Laventille West,2010,,Morvant/Laventille Secondary School,,Morvant,MORVANT,220,0,51,0,,,,,,
Laventille West,2010,,Morvant/Laventille Secondary School,,Morvant,MORVANT,152,0,60,0,,,,,,
Laventille West,2010,,Morvant/Laventille Secondary School,,Morvant,MORVANT,217,0,40,0,,,,,,
Laventille West,2010,,Morvant/Laventille Secondary School,,Morvant,MORVANT,237,0,41,0,,,,,,
Port of Spain North / St. Ann's West,2010,,Belmont Secondary School,,Morvant,MORVANT,165,66,0,0,,,,,,
Tunapuna,2010,,St. Benedict's RC School,,St. Augustine,MOUNT ST. BENEDICT,145,0,337,0,,,,,,
Tunapuna,2010,,St. Benedict's RC School,,St. Augustine,MOUNT ST. BENEDICT,262,0,169,0,,,,,,
Tunapuna,2010,,St. Benedict's RC School,,St. Augustine,MOUNT ST. BENEDICT,202,0,155,0,,,,,,
Tobago East,2010,,Mt. Grace Community Centre,,Mt. Grace,MT. GRACE,112,0,0,103,,,,,,
Tobago East,2010,,Mt. Grace Community Centre,,Mt. Grace,MT. GRACE,91,0,0,120,,,,,,
Tobago East,2010,,Mt. Grace Community Centre,,Mt. Grace,MT. GRACE,135,0,0,158,,,,,,
St. Joseph,2010,,Mt. Hope Secondary School,,Mt. Hope,MT. HOPE,188,107,0,0,,,,,,
St. Joseph,2010,,Mt. Hope Secondary School,,Mt. Hope,MT. HOPE,169,120,0,0,,,,,,
St. Joseph,2010,,Mt. Hope Secondary School,,Mt. Hope,MT. HOPE,270,93,0,0,,,,,,
St. Joseph,2010,,Mt. Hope Secondary School,,Mt. Hope,MT. HOPE,231,85,0,0,,,,,,
St. Joseph,2010,,Mt. Hope Secondary School,,Mt. Hope,MT. HOPE,277,130,0,0,,,,,,
St. Joseph,2010,,San Juan Girls RC School,,Mt. Hope,MT. HOPE,330,100,0,0,,,,,,
St. Joseph,2010,,Mt. Hope Secondary School,,Mt. Hope,MT. HOPE,306,139,0,0,,,,,,
St. Joseph,2010,,Mt. Lambert RC School,,Mt. Lambert,MT. LAMBERT,218,151,0,0,,,,,,
St. Joseph,2010,,Mt. Lambert RC School,,Mt. Lambert,MT. LAMBERT,132,142,0,0,,,,,,
St. Joseph,2010,,Mt. Lambert RC School,,Mt. Lambert,MT. LAMBERT,87,136,0,0,,,,,,
St. Joseph,2010,,Mt. Lambert RC School,,Mt. Lambert,MT. LAMBERT,151,142,0,0,,,,,,
St. Joseph,2010,,Mt. Lambert RC School,,Mt. Lambert,MT. LAMBERT,206,210,0,0,,,,,,
Point-A-Pierre,2010,,Mt. Pleasant Government School,,Claxton Bay,MT. PLEASANT,54,375,0,0,,,,,,
Tobago West,2010,,St. Patrick Anglican Primary School,,Mt. Pleasant ,MT. PLEASANT ,150,0,0,102,,,,,,
Tobago West,2010,,St. Patrick Anglican Primary School,,Mt. Pleasant ,MT. PLEASANT ,127,0,0,106,,,,,,
Tobago West,2010,,St. Patrick Anglican Primary School,,Mt. Pleasant ,MT. PLEASANT ,126,0,0,120,,,,,,
Tobago West,2010,,St. Patrick Anglican Primary School,,Mt. Pleasant ,MT. PLEASANT ,108,0,0,121,,,,,,
Tobago East,2010,,Mt. St. George Methodist Primary School,,Mt. St. George,MT. ST. GEORGE,129,0,0,278,,,,,,
Tobago East,2010,,Mt. St. George Community Centre,,Mt. St. George,MT. ST. GEORGE,141,0,0,264,,,,,,
Tobago East,2010,,Mt. St. George Community Centre,,Mt. St. George,MT. ST. GEORGE,110,0,0,139,,,,,,
La Horquetta/Talparo,2010,,Mundo Nuevo RC School,,Mundo Nuevo,MUNDO NUEVO,93,193,0,0,,,,,,
La Horquetta/Talparo,2010,,Mundo Nuevo RC School,,Mundo Nuevo,MUNDO NUEVO,64,192,0,0,,,,,,
Chaguanas West ,2010,2730_01,MUNROE ROAD GOVT PRIMARY SCHOOL ,"SCHOOL LANE, MUNROE ROAD",CUNUPIA ,MUNROE SETTLEMENT,9,442,0,0,0,0,0,6,457,916
Chaguanas West ,2010,2730_02,MUNROE ROAD GOVT PRIMARY SCHOOL ,"SCHOOL LANE, MUNROE ROAD",CUNUPIA ,MUNROE SETTLEMENT,5,298,0,0,0,0,0,4,307,
Chaguanas West ,2010,2765_01,MUNROE ROAD GOVT PRIMARY SCHOOL ,"SCHOOL LANE, MUNROE ROAD",CUNUPIA ,MUNROE SETTLEMENT,15,439,0,0,0,0,0,2,456,1799
Chaguanas West ,2010,2765_02,MUNROE ROAD GOVT PRIMARY SCHOOL ,"SCHOOL LANE, MUNROE ROAD",CUNUPIA ,MUNROE SETTLEMENT,8,482,0,0,0,0,0,1,491,
Chaguanas West ,2010,2765_03,MUNROE ROAD GOVT PRIMARY SCHOOL ,"SCHOOL LANE, MUNROE ROAD",CUNUPIA ,MUNROE SETTLEMENT,7,470,0,0,0,0,0,1,478,
Mayaro,2010,,Navet Presbyterian School,,Navet,NAVET,50,473,0,0,,,,,,
Mayaro,2010,,Navet Presbyterian School,,Navet,NAVET,52,265,0,0,,,,,,
Mayaro,2010,,Navet Presbyterian School,,Navet,NAVET,22,315,0,0,,,,,,
Mayaro,2010,,Navet Presbyterian School,,Navet,NAVET,42,419,0,0,,,,,,
Cumuto/Manzanilla ,2010,2370,UPPER GUAICO RC SCHOOL ,NESTOR VILLAGE ,NESTOR ,NESTOR ,71,283,0,0,2,0,0,3,359,457
Mortuga/Tableland,2010,,North Trace Government School,,New Grant,NEW GRANT,279,118,0,0,,,,,,
Mortuga/Tableland,2010,,North Trace Government School,,New Grant,NEW GRANT,278,152,0,0,,,,,,
Mortuga/Tableland,2010,,North Trace Government School,,New Grant,NEW GRANT,200,217,0,0,,,,,,
Mortuga/Tableland,2010,,New Grant Government Primary School,,New Grant,NEW GRANT,300,76,0,0,,,,,,
Mortuga/Tableland,2010,,New Grant Government Primary School,,New Grant,NEW GRANT,268,128,0,0,,,,,,
Mortuga/Tableland,2010,,New Grant Government Primary School,,New Grant,NEW GRANT,212,168,0,0,,,,,,
Princes Town,2010,,New Grant AC School,,New Grant,NEW GRANT,191,211,0,0,,,,,,
Princes Town,2010,,New Grant AC School,,New Grant,NEW GRANT,168,338,0,0,,,,,,
Princes Town,2010,,North Trace Government School,,New Grant,NEW GRANT,226,334,0,0,,,,,,
Port of Spain North / St. Ann's West,2010,,Newtown Boys RC School ,,Newtown,NEWTOWN,24,65,0,0,,,,,,
Port of Spain North / St. Ann's West,2010,,Newtown Boys RC School ,,Newtown,NEWTOWN,124,88,0,0,,,,,,
Cumuto/Manzanilla ,2010,2255_01,NORTH OROPOUCHE GOVT PRIMARY SCHOOL ,2 RILEY LAND SETTELEMENT ROAD ,NORTH OROPOUCHE VILLAGE ,NORTH OROPOUCHE VILLAGE ,76,260,0,0,1,0,0,1,338,860
Cumuto/Manzanilla ,2010,2255_02,NORTH OROPOUCHE GOVT PRIMARY SCHOOL ,2 RILEY LAND SETTELEMENT ROAD ,NORTH OROPOUCHE VILLAGE ,NORTH OROPOUCHE VILLAGE ,60,232,0,0,0,0,0,2,294,
Couva North,2010,3135_01,ORANGE VALLEY GOVERNMENT SCHOOL ,BAY ROAD ,ORANGE VALLEY ,ORANGE VALLEY ,45,319,0,0,0,0,0,2,366,818
Couva North,2010,3135_02,ORANGE VALLEY GOVERNMENT SCHOOL ,BAY ROAD ,ORANGE VALLEY ,ORANGE VALLEY ,33,286,0,0,0,0,0,2,321,
Couva North,2010,3136,ORANGE VALLEY GOVERNMENT SCHOOL ,BAY ROAD ,ORANGE VALLEY ,ORANGE VALLEY ,9,311,0,0,0,0,0,2,322,414
Toco/Sangre Grande,2010,,North Oropouche RC School,,Vega de Oropouche,OROPOUCHE,103,246,0,0,,,,,,
Toco/Sangre Grande,2010,,North Oropouche RC School,,Vega de Oropouche,OROPOUCHE,80,290,0,0,,,,,,
Toco/Sangre Grande,2010,,North Oropouche RC School,,Vega de Oropouche,OROPOUCHE,67,265,0,0,,,,,,
Mayaro,2010,,Kernaham Church (Tabernacle),,"Ortoire, Mayaro",ORTOIRE,3,97,0,0,,,,,,
Mayaro,2010,,Ortoire RC Primary School,,"St. Joseph Village, Mayaro",ORTOIRE,27,144,0,0,,,,,,
Mayaro,2010,,Ortoire RC Primary School,,"St. Joseph Village, Mayaro",ORTOIRE,182,197,0,0,,,,,,
Caroni Central,2010,2795,PALMISTE GOVERNMENT SCHOOL ,SCHOOL ROAD ,PALMISTE,PALMISTE,52,248,0,0,0,0,0,3,303,414
Caroni Central,2010,2796_01,PALMISTE GOVERNMENT SCHOOL ,SCHOOL ROAD ,PALMISTE,PALMISTE,77,335,0,0,0,0,0,1,413,1575
Caroni Central,2010,2796_02,PALMISTE GOVERNMENT SCHOOL ,SCHOOL ROAD ,PALMISTE,PALMISTE,68,303,0,0,0,0,0,0,371,
Caroni Central,2010,2796_03,PALMISTE GOVERNMENT SCHOOL ,SCHOOL ROAD ,PALMISTE,PALMISTE,35,412,0,0,0,0,0,0,447,
Caroni East,2010,2785,PALMISTE GOVERNMENT SCHOOL ,SCHOOL ROAD ,PALMISTE,PALMISTE,80,408,0,0,0,0,0,2,490,650
Caroni East,2010,2786_01,PALMISTE GOVERNMENT SCHOOL ,SCHOOL ROAD ,PALMISTE,PALMISTE,71,295,0,0,0,0,0,1,367,905
Caroni East,2010,2786_02,PALMISTE GOVERNMENT SCHOOL ,SCHOOL ROAD ,PALMISTE,PALMISTE,29,308,0,0,0,0,0,0,337,
Naparima,2010,,Palmyra Hindu School,,Palmyra Village,PALMYRA VILLAGE,38,342,0,0,,,,,,
Naparima,2010,,Palmyra Hindu School,,Palmyra Village,PALMYRA VILLAGE,85,274,0,0,,,,,,
Naparima,2010,,Palmyra Hindu School,,Palmyra Village,PALMYRA VILLAGE,79,359,0,0,,,,,,
Naparima,2010,,Palmyra Hindu School,,Palmyra Village,PALMYRA VILLAGE,46,540,0,0,,,,,,
La Brea,2010,,Palo Seco Secondary School,,Palo Seco,PALO SECO,79,35,0,0,,,,,,
La Brea,2010,,Palo Seco Secondary School,,Palo Seco,PALO SECO,235,147,0,0,,,,,,
La Brea,2010,,Palo Seco Secondary School,,Palo Seco,PALO SECO,273,53,0,0,,,,,,
La Brea,2010,,Palo Seco Secondary School,,Palo Seco,PALO SECO,241,92,0,0,,,,,,
La Brea,2010,,Palo Seco Secondary School,,Palo Seco,PALO SECO,225,112,0,0,,,,,,
La Brea,2010,,Palo Seco Secondary School,,Palo Seco,PALO SECO,193,58,0,0,,,,,,
La Brea,2010,,Palo Seco Secondary School,,Palo Seco,PALO SECO,208,82,0,0,,,,,,
Tobago East,2010,,Parlatuvier Anglican Primary School,,Parlatuvier,PARLATUVIER,79,0,0,101,,,,,,
Diego Martin North/East,2010,0126_,Patina/River Estate Community Centre,,Patana Village,PATANA VILLAGE,153,0,59,0,,,,,,
Diego Martin North/East,2010,0127_,Patina/River Estate Community Centre,,Patana Village,PATANA VILLAGE,170,262,0,0,,,,,,
Tobago West,2010,,Patience Hill Government Primary School,,Patience Hill,PATIENCE HILL,157,0,0,186,,,,,,
Tobago West,2010,,Patience Hill Government Primary School,,Patience Hill,PATIENCE HILL,161,0,0,137,,,,,,
Diego Martin North/East,2010,0131_,Patina/River Estate Government Primary School,,Patana Village,PATNA VILLAGE,14,91,0,0,,,,,,
Diego Martin North/East,2010,0132_01,Patina/River Estate Government Primary School,,Patana Village,PATNA VILLAGE,114,68,0,0,,,,,,
Diego Martin North/East,2010,0132_02,Patina/River Estate Government Primary School,,Patana Village,PATNA VILLAGE,128,127,0,0,,,,,,
Diego Martin North/East,2010,0132_03,Patina/River Estate Government Primary School,,Patana Village,PATNA VILLAGE,51,100,0,0,,,,,,
Diego Martin North/East,2010,0133_,Patina/River Estate Government Primary School,,Patana Village,PATNA VILLAGE,221,81,0,0,,,,,,
