comm,Census_Poll_Location,community_orignial,male,female,total,African,Caucasian,Chinese,East Indian,Indigenous,Mixed_African_ East_Indian,Mixed _Other,Portuguese,Syrian_Lebanese,other_ethnic_ group,not_stated_ethncity,unknown_ethnicity ,ANGLICAN,BAPTIST _SPIRITUAL_SHOUTER _BAPTIST,BAPTIST ,HINDUISM,ISLAM,JEHOVAHS_WITNESS,METHODIST,PENTECOSTAL_EVANGELICAL_FULL GOSPEL,MORAVIAN,ORISHA,PRESBYTERIAN_CONGREGATIONAL,RASTAFARIAN,ROMAN_CATHOLIC,SEVEN_DAY_ADVENTIST,OTHER_RELIGION,NONE_RELIGION,NOT STATED_RELIGION,UNKNOWN _RELIGION
3503,LAS CUEVAS,3503 LAS CUEVAS,508.839321,433.708683,942.548004,146.846247,1.138343,0,38.703662,0,37.565319,605.598476,0,0,0,112.695957,942.548004,6.830058,71.715609,0,13.660116,1.138343,35.288633,1.138343,36.426976,0,5.691715,0,3.415029,470.135659,101.312527,3.415029,70.577266,121.802701,942.548004
4306,LAS LOMAS     (NOS 1 & 2 ),4306 LAS LOMAS     (NOS 1 & 2 ),2282.381725,2158.30212,4440.683845,593.077745,2.27669,0,2858.384295,3.415035,261.81935,565.757465,1.138345,0,1.138345,153.676575,4440.683845,79.68415,127.49464,13.66014,1438.86808,323.28998,52.36387,9.10676,925.474485,0,2.27669,92.205945,9.10676,458.753035,110.419465,200.34872,38.70373,558.927395,4440.683845
3212,LAVENTILLE,3212 LAVENTILLE,5499.335033,5785.059126,11284.39416,8400.97134,1.138343,10.245087,262.957233,4.553372,1132.651285,837.820448,0,0,12.521773,621.535278,11284.39416,1202.090208,1888.511037,20.490174,71.715609,217.423513,297.107523,119.526015,1897.617781,18.213488,244.743745,14.798459,73.992295,2643.232446,652.270539,245.882088,371.099818,1305.679421,11284.39416
3134,LE PLATTE,3134 LE PLATTE,827.578269,844.653474,1672.231743,818.471493,1.138347,0,71.715861,1.138347,92.206107,605.600604,1.138347,0,5.691735,75.130902,1672.231743,75.130902,67.162473,1.138347,7.968429,19.351899,171.890397,4.553388,219.700971,2.276694,31.873716,0,4.553388,726.265386,92.206107,58.055697,99.036189,91.06776,1672.231743
4007,LENDORE VILLAGE,4007 LENDORE VILLAGE,897.010344,911.808738,1808.819082,823.018374,0,1.138338,582.829056,0,180.995742,171.889038,0,0,1.138338,47.810196,1808.819082,117.248814,170.7507,18.213408,275.477796,87.652026,52.363548,13.660056,346.054752,5.69169,13.660056,14.798394,4.553352,341.5014,30.735126,161.643996,22.76676,132.047208,1808.819082
7219,LENGUA VILLAGE,7219 LENGUA VILLAGE,300.522816,275.479248,576.002064,27.320256,0,1.138344,463.306008,0,46.672104,6.830064,0,0,0,30.735288,576.002064,2.276688,6.830064,7.968408,187.82676,77.407392,0,0,80.822424,0,0,105.865992,0,18.213504,3.415032,51.22548,0,34.15032,576.002064
7516,LENGUA,7516 LENGUA VILLAGE / BARRACKPORE,1032.477101,928.887888,1961.364989,37.565319,0,2.276686,1825.902172,1.138343,39.842005,14.798459,0,0,2.276686,37.565319,1961.364989,4.553372,0,0,881.077482,698.942602,0,0,166.198078,0,0,63.747208,0,25.043546,6.830058,53.502121,9.106744,52.363778,1961.364989
9506,LES COTEAUX,9506 LES COTEAUX,351.620915,313.82453,665.445445,571.527155,1.145345,0,6.87207,20.61621,45.8138,6.87207,0,0,0,12.598795,665.445445,177.528475,33.215005,0,0,3.436035,14.889485,56.121905,121.40657,13.74414,4.58138,12.598795,4.58138,8.017415,105.37174,22.9069,32.06966,54.97656,665.445445
2009,LES EFFORTS EAST,2009 LES EFFORTS EAST,388.178032,456.479152,844.657184,137.740592,1.138352,17.07528,300.524928,2.276704,84.238048,192.381488,0,4.553408,0,104.728384,844.657184,44.395728,6.830112,9.106816,107.005088,40.980672,2.276704,3.415056,108.14344,0,9.106816,86.514752,1.138352,241.330624,9.106816,53.502544,7.968464,113.8352,844.657184
2008,LES EFFORTS WEST,2008 LES EFFORTS WEST,728.54528,858.317408,1586.862688,420.051888,1.138352,7.968464,614.71008,0,114.973552,328.983728,1.138352,10.245168,0,87.653104,1586.862688,149.124112,47.810784,7.968464,199.2116,135.463888,11.38352,3.415056,264.097664,0,17.07528,121.803664,3.415056,333.537136,14.798576,112.696848,23.905392,141.155648,1586.862688
5207,LIBERTVILLE,5207 LIBERTVILLE,1541.294758,1455.920233,2997.214991,708.039394,1.138327,1.138327,1576.582895,0,358.573005,274.336807,0,0,2.276654,75.129582,2997.214991,107.002738,158.227453,130.907605,712.592702,310.763271,18.213232,0,468.990724,0,3.414981,87.651179,7.968289,542.981979,143.429202,53.501369,31.873156,219.697111,2997.214991
1006,LONG CIRCULAR,1006 LONG CIRCULAR,125.21894,155.954498,281.173438,105.866922,13.660248,9.106832,28.45885,0,6.830124,93.345028,1.138354,0,4.553416,18.213664,281.173438,31.873912,1.138354,4.553416,6.830124,7.968478,2.276708,20.490372,26.182142,0,1.138354,1.138354,0,126.357294,7.968478,9.106832,13.660248,20.490372,281.173438
9814,LONGDENVILLE,9814 LONGDENVILLE,5902.296628,5607.466008,11509.76264,2782.101971,18.213429,30.735147,5675.770425,3.415014,1171.352196,1276.078963,2.276676,1.138338,10.24507,538.435407,11509.76264,282.308328,754.720579,126.355854,2623.877518,750.166191,108.142327,46.671921,1997.786445,1.138338,170.751477,247.019899,15.936739,1807.683467,309.62844,512.252464,170.750889,1584.57176,11509.76264
3339,LOPINOT VILLAGE,3339 LOPINOT VILLAGE,735.369578,629.503679,1364.873257,79.68401,9.106744,1.138343,203.763397,5.691715,75.130638,909.536057,1.138343,0,0,79.68401,1364.873257,11.38343,37.565319,0,44.395377,14.798459,10.245087,0,175.304822,0,27.320232,9.106744,0,823.021989,4.553372,66.023894,4.553372,136.60116,1364.873257
8208,LORENSOTTE,8208 LORENSOTTE,389.312964,377.929544,767.242508,291.415552,0,0,96.75907,0,18.213472,340.364258,0,0,0,20.490156,767.242508,37.565286,66.023836,7.968394,44.395338,10.245078,9.106736,0,126.355962,0,1.138342,2.276684,4.553368,295.96892,69.438862,51.22539,10.245078,30.735234,767.242508
8209,LOS BOJOS,8209 LOS BOJOS,336.949232,325.565812,662.515044,385.897938,0,0,55.778758,0,15.936788,203.763218,0,0,0,1.138342,662.515044,45.53368,88.790676,58.055442,27.320208,14.798446,10.245078,0,63.747152,0,0,2.276684,1.138342,219.700006,35.288602,63.747152,14.798446,17.07513,662.515044
8210,LOS CHAROS,8210 LOS CHAROS,81.960624,80.822282,162.782906,81.960624,0,0,1.138342,0,4.553368,71.715546,0,0,0,3.415026,162.782906,2.276684,12.521762,0,0,6.830052,3.415026,0,23.905182,0,0,0,0,85.37565,4.553368,14.798446,1.138342,7.968394,162.782906
8211,LOS IROS / ERIN,8211 LOS IROS / ERIN,495.17877,406.388094,901.566864,302.798972,0,0,286.862184,1.138342,100.174096,199.20985,0,0,0,11.38342,901.566864,12.521762,70.577204,11.38342,46.672022,15.936788,17.07513,0,85.37565,0,62.60881,11.38342,1.138342,289.138868,130.90933,42.118654,19.351814,85.37565,901.566864
7517,LOTHIAN,7517 LOTHIAN,483.795775,449.645485,933.44126,62.608865,0,0,775.211583,0,71.715609,5.691715,0,0,0,18.213488,933.44126,14.798459,5.691715,12.521773,449.645485,77.407324,6.830058,0,113.8343,0,1.138343,45.53372,0,35.288633,2.276686,128.632759,9.106744,30.735261,933.44126
2010,LOWER HILLSIDE,2010 LOWER HILLSIDE,513.396752,576.006112,1089.402864,423.466944,5.69176,5.69176,257.267552,1.138352,167.337744,120.665312,0,0,6.830112,101.313328,1089.402864,100.174976,95.621568,28.4588,73.99288,50.087488,27.320448,4.553408,170.7528,0,2.276704,30.735504,15.936928,207.180064,55.779248,14.798576,13.660224,198.073248,1089.402864
3230,LOWER SANTA CRUZ,3230 LOWER SANTA CRUZ,285.724093,290.277465,576.001558,235.637001,3.415029,2.276686,114.972643,1.138343,54.640464,149.122933,0,0,1.138343,13.660116,576.001558,64.885551,7.968401,0,28.458575,28.458575,4.553372,3.415029,63.747208,1.138343,11.38343,21.628517,0,240.190373,27.320232,18.213488,12.521773,42.118691,576.001558
9408,LOWLANDS,9408 LOWLANDS,597.87009,639.10251,1236.9726,949.491005,2.29069,1.145345,100.79036,2.29069,58.412595,85.900875,0,0,1.145345,35.505695,1236.9726,192.41796,101.935705,2.29069,26.342935,11.45345,21.761555,50.39518,97.354325,59.55794,162.63899,8.017415,3.436035,108.807775,147.749505,65.284665,58.412595,119.11588,1236.9726
9705,LUCY VALE,9705 LUCY VALE,220,188,408,367,1,0,7,0,19,3,0,0,2,9,408,160,41,0,5,1,6,1,80,0,0,0,1,16,46,8,1,42,408
7312,MACAULAY,7312 MACAULAY,1348.938825,1268.11633,2617.055155,264.09604,1.138345,11.38345,2046.74431,0,96.759325,51.225525,1.138345,0,1.138345,143.43147,2617.055155,27.32028,100.17436,27.32028,1178.187075,264.09604,7.968415,0,430.29441,0,21.628555,175.30513,0,135.463055,55.778905,15.93683,9.10676,168.47506,2617.055155
3306,MACOYA,3306 MACOYA,1033.615444,1096.224309,2129.839753,911.812743,0,2.276686,576.001558,0,101.312527,502.009263,1.138343,0,4.553372,30.735261,2129.839753,241.328716,68.30058,6.830058,311.905982,60.332179,66.023894,15.936802,339.226214,15.936802,13.660116,25.043546,3.415029,675.037399,83.099039,80.822353,36.426976,86.514068,2129.839753
4307,MADRAS SETTLEMENT,4307 MADRAS SETTLEMENT,996.051875,947.10304,1943.154915,512.25525,1.138345,4.55338,907.260965,0,107.00443,195.79534,0,0,0,215.147205,1943.154915,50.08718,64.885665,4.55338,560.06574,107.00443,20.49021,4.55338,410.942545,0,4.55338,40.98042,0,241.32914,55.778905,55.778905,23.905245,298.24639,1943.154915
5109,MAFEKING,5109 MAFEKING,915.214908,890.171714,1805.386622,644.293082,1.138327,0,649.984717,0,92.204487,405.244412,0,0,0,12.521597,1805.386622,22.76654,210.590495,96.757795,234.495362,75.129582,100.172776,3.414981,334.668138,0,48.948061,85.374525,0,200.345552,120.662662,55.778023,63.746312,152.535818,1805.386622
6105,MAHOE,6105 MAHOE,47.810196,31.873464,79.68366,9.106704,3.415014,0,36.426816,0,21.628422,9.106704,0,0,0,0,79.68366,6.830028,0,0,2.276676,0,0,0,3.415014,0,0,0,0,62.60859,3.415014,0,0,1.138338,79.68366
5402,MAINFIELD,5402 MAINFIELD,1.138327,0,1.138327,1.138327,0,0,0,0,0,0,0,0,0,0,1.138327,0,1.138327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138327
3004,MALABAR,3004 MALABAR,5427.576512,5663.21165,11090.78816,4351.850882,10.245006,11.38334,1910.124452,10.245006,907.252198,3136.11017,5.69167,0,20.490012,727.395426,11090.78816,713.735418,317.595186,44.395026,603.31702,382.480224,158.228426,52.363364,2265.28466,11.38334,388.171894,138.876748,17.07501,3725.767182,417.768578,430.290252,308.488514,1115.56732,11090.78816
9923,MALGRETOUTE,9923 MALGRETOUTE,1491.22933,1418.375378,2909.604708,578.278244,1.138343,0,1639.21392,0,223.115228,110.419271,0,0,0,357.439702,2909.604708,89.929097,91.06744,101.312527,663.653969,382.483248,27.320232,6.830058,595.353389,0,3.415029,143.431218,9.106744,140.016189,54.640464,153.676305,58.055493,389.313306,2909.604708
3216,MALICK,3216 MALICK,4442.952729,4466.857932,8909.810661,4820.882605,3.415029,0,1773.538394,4.553372,936.856289,1181.600034,3.415029,2.276686,5.691715,177.581508,8909.810661,728.53952,869.694052,40.980348,1103.054367,374.514847,195.794996,50.087092,2001.206994,10.245087,62.608865,28.458575,19.351831,1816.795428,574.863215,368.823132,281.170721,383.621591,8909.810661
3343,MALONEY GARDENS,3343 MALONEY GARDENS,5026.922688,5740.663749,10767.58644,7130.580552,11.38343,7.968401,167.336421,6.830058,1038.168816,1665.395809,0,0,2.276686,737.646264,10767.58644,986.943381,727.401177,68.30058,22.76686,154.814648,228.806943,95.620812,2146.914898,12.521773,241.328716,6.830058,40.980348,2916.434766,529.329495,307.35261,242.467059,2038.772313,10767.58644
9924,MAMORAL NO.2,9924 MAMORAL NO.2,712.60397,572.587535,1285.191505,242.467485,1.138345,4.55338,476.966555,0,132.04802,377.93054,0,0,0,50.08718,1285.191505,1.138345,14.798485,11.38345,224.253965,25.04359,29.59697,0,187.826925,0,1.138345,0,1.138345,624.951405,14.798485,15.93683,9.10676,124.079605,1285.191505
9925,MANZANILLA,9925 MANZANILLA,1207.776618,1071.176058,2278.952676,820.741698,0,3.415014,519.082128,3.415014,318.73464,520.220466,0,0,1.138338,92.205378,2278.952676,103.588758,281.169486,45.53352,277.754472,59.193576,60.331914,7.968366,326.703006,0,3.415014,18.213408,9.106704,734.22801,165.05901,43.256844,86.513688,56.9169,2278.952676
2016,MARABELLA,2016 MARABELLA,4833.442592,4976.874944,9810.317536,3450.344912,22.76704,58.055952,3014.356096,5.69176,742.205504,1658.578864,2.276704,2.276704,17.07528,836.68872,9810.317536,741.067152,524.780272,201.488304,875.392688,531.610384,109.281792,52.364192,1699.559536,1.138352,47.810784,601.049856,27.320448,2086.599216,220.840288,429.158704,228.808752,1432.046816,9810.317536
7408,MARAC,7408 MARAC,193.51831,173.028136,366.546446,207.178426,0,1.138343,4.553372,2.276686,17.075145,84.237382,0,0,0,50.087092,366.546446,1.138343,66.023894,126.356073,0,0,0,0,55.778807,0,4.553372,0,1.138343,38.703662,12.521773,0,9.106744,51.225435,366.546446
3221,MARACAS,3221 MARACAS,498.594234,451.922171,950.516405,121.802701,3.415029,1.138343,151.399619,3.415029,71.715609,470.135659,0,0,1.138343,126.356073,950.516405,5.691715,34.15029,0,61.470522,10.245087,5.691715,1.138343,96.759155,0,37.565319,0,0,468.997316,43.257034,1.138343,35.288633,149.122933,950.516405
3314,MARACAS/ST. JOSEPH,3314 MARACAS / ST. JOSEPH,1765.569993,1729.143017,3494.71301,1019.955328,1.138343,2.276686,407.526794,0,739.92295,1177.046662,2.276686,0,5.691715,138.877846,3494.71301,75.130638,93.344126,10.245087,100.174184,48.948749,118.387672,14.798459,265.233919,0,13.660116,43.257034,5.691715,1969.33339,377.929876,60.332179,89.929097,208.316769,3494.71301
3239,MARACAS BAY,3239 MARACAS BAY,80.822353,69.438923,150.261276,17.075145,0,0,29.596918,0,15.936802,71.715609,0,0,0,15.936802,150.261276,0,5.691715,0,1.138343,1.138343,3.415029,0,2.276686,0,0,0,0,107.004242,0,0,4.553372,25.043546,150.261276
6607,MARAJ HILL,6607 MARAJ HILL,1166.79645,1131.507972,2298.304422,535.01886,0,2.276676,965.310624,1.138338,187.82577,557.78562,0,0,7.968366,40.980168,2298.304422,99.035406,86.513688,7.968366,468.995256,204.90084,37.565154,0,461.02689,5.69169,0,78.545322,3.415014,533.880522,124.078842,67.161942,61.470252,58.055238,2298.304422
2021,MARAJ LANDS,2021 MARAJ LANDS,442.818928,513.396752,956.21568,150.262464,0,12.521872,491.768064,0,26.182096,154.815872,0,0,5.69176,114.973552,956.21568,48.949136,1.138352,7.968464,150.262464,80.822992,17.07528,5.69176,91.06816,0,0,137.740592,0,193.51984,12.521872,29.597152,10.245168,169.614448,956.21568
3138,MARAVAL PROPER,3138 MARAVAL PROPER,2300.599287,2344.99482,4645.594107,1413.826974,175.305438,47.810574,409.80492,9.106776,268.649892,2037.64113,9.106776,10.245123,13.660164,250.43634,4645.594107,301.661955,178.720479,9.106776,67.162473,52.363962,130.909905,25.043634,275.479974,3.415041,144.570069,29.597022,12.521817,2475.904725,302.800302,62.609085,207.179154,366.547734,4645.594107
3227,MARIE ROAD,3227 MARIE ROAD,278.894035,278.894035,557.78807,479.242403,0,0,5.691715,0,37.565319,30.735261,0,0,0,4.553372,557.78807,29.596918,140.016189,0,0,5.691715,5.691715,9.106744,107.004242,2.276686,3.415029,0,3.415029,113.8343,52.363778,27.320232,26.181889,31.873604,557.78807
9507,MARY'S HILL,9507 MARY'S HILL,282.900215,277.17349,560.073705,484.480935,0,0,11.45345,0,19.470865,12.598795,0,0,0,32.06966,560.073705,43.52311,72.156735,1.145345,4.58138,2.29069,34.36035,0,83.610185,8.017415,18.32552,0,1.145345,8.017415,170.656405,22.9069,54.97656,34.36035,560.073705
9106,MASON HALL,9106 MASON HALL,667.736135,710.1139,1377.850035,1220.93777,16.03483,0,21.761555,0,29.77897,68.7207,2.29069,0,0,18.32552,1377.850035,128.27864,146.60416,0,6.87207,4.58138,22.9069,138.586745,81.319495,24.052245,95.063635,0,4.58138,168.365715,334.44074,87.04622,54.97656,80.17415,1377.850035
6106,MATELOT,6106 MATELOT,316.457964,236.774304,553.232268,287.999514,0,0,11.38338,0,93.343716,151.398954,0,0,0,9.106704,553.232268,15.936732,15.936732,0,0,1.138338,4.553352,0,85.37535,0,12.521718,0,3.415014,228.805938,64.885266,1.138338,26.181774,93.343716,553.232268
7518,MATILDA,7518 MATILDA,733.092892,700.080945,1433.173837,253.850489,0,3.415029,912.951086,1.138343,71.715609,162.783049,0,0,0,27.320232,1433.173837,27.320232,79.68401,76.268981,664.792312,51.225435,2.276686,3.415029,177.581508,0,4.553372,19.351831,0,91.06744,47.810406,76.268981,9.106744,102.45087,1433.173837
6302,MATURA,6302 MATURA,926.607132,845.785134,1772.392266,548.678916,2.276676,2.276676,253.849374,19.351746,285.722838,593.074098,0,0,1.138338,66.023604,1772.392266,54.640224,212.869206,5.69169,45.53352,28.45845,13.660056,4.553352,315.319626,1.138338,3.415014,11.38338,13.660056,661.374378,249.296022,18.213408,35.288478,97.897068,1772.392266
9815,MATURITA,9815 MATURITA,1788.331966,1836.142255,3624.474221,935.71584,0,9.106726,422.324056,6.830013,466.719604,1600.505074,0,0,5.691715,177.581193,3624.474221,121.802494,132.047581,11.383421,84.237166,31.87355,52.363508,1.138334,875.383652,0,25.043546,29.596801,7.968401,1718.892422,130.908968,43.2568,62.608775,295.968802,3624.474221
9927,MAUSICA,9927 MAUSICA,1551.561509,1628.968833,3180.530342,1336.414682,10.245087,7.968401,698.942602,2.276686,124.079387,803.670158,1.138343,2.276686,3.415029,190.103281,3180.530342,235.637001,107.004242,7.968401,253.850489,99.035841,56.91715,64.885551,589.661674,3.415029,13.660116,61.470522,0,919.781144,259.542204,113.8343,76.268981,317.597697,3180.530342
5305,MAYARO,5305 MAYARO,1377.37567,1413.802134,2791.177804,1268.096278,1.138327,1.138327,628.356504,2.276654,327.838176,486.065629,0,0,0,76.267909,2791.177804,95.619468,256.123575,50.086388,184.408974,48.948061,112.694373,0,297.103347,0,194.653917,19.351559,7.968289,731.944261,193.51559,150.259164,59.193004,389.307834,2791.177804
7313,MAYO,7313 MAYO,652.271685,618.121335,1270.39302,116.11119,0,2.27669,780.90467,0,133.186365,110.419465,0,1.138345,0,126.356295,1270.39302,3.415035,62.608975,1.138345,404.112475,31.87366,27.32028,0,138.87809,0,2.27669,95.62098,3.415035,294.831355,17.075175,12.521795,17.075175,158.229955,1270.39302
4417,MC BEAN,4417 MC BEAN,2506.63569,2481.5921,4988.22779,985.80677,3.415035,2.27669,2878.874505,3.415035,445.092895,261.81935,0,0,0,407.52751,4988.22779,111.55781,280.03287,14.798485,1757.60468,314.18322,66.02401,21.628555,709.188935,0,14.798485,179.85851,6.83007,475.82821,127.49464,242.467485,58.055595,607.87623,4988.22779
6202,MELAJO,6202 MELAJO,432.56844,335.80971,768.37815,161.643996,10.245042,0,108.14211,0,93.343716,374.513202,0,0,0,20.490084,768.37815,11.38338,30.735126,0,23.905098,27.320112,18.213408,0,209.454192,0,7.968366,1.138338,7.968366,272.062782,27.320112,48.948534,14.798394,67.161942,768.37815
8113,MENDEZ VILLAGE,8113 MENDEZ VILLAGE,751.30704,694.38984,1445.69688,179.858352,0,0,994.912656,4.553376,94.482552,95.620896,1.138344,0,0,75.130704,1445.69688,10.245096,11.38344,3.415032,742.200288,11.38344,17.07516,0,227.6688,0,0,47.810448,0,159.36816,12.521784,63.747264,10.245096,128.632872,1445.69688
9409,MILFORD COURT / PIGEON POINT,9409 MILFORD COURT / PIGEON POINT,421.48696,459.283345,880.770305,719.27666,16.03483,2.29069,58.412595,1.145345,22.9069,46.959145,1.145345,0,1.145345,11.45345,880.770305,107.66243,48.10449,12.598795,14.889485,19.470865,1.145345,37.796385,130.56933,57.26725,0,4.58138,2.29069,74.447425,83.610185,59.55794,38.94173,187.83658,880.770305
6107,MISSION,6107 MISSION,159.36732,129.770532,289.137852,245.881008,1.138338,2.276676,9.106704,0,27.320112,3.415014,0,0,0,0,289.137852,13.660056,35.288478,0,6.830028,0,2.276676,0,12.521718,5.69169,1.138338,0,1.138338,182.13408,10.245042,2.276676,4.553352,11.38338,289.137852
8114,MON DESIR,8114 MON DESIR,1208.919204,1121.26687,2330.186074,135.462698,0,10.245078,1923.79798,1.138342,73.99223,100.174096,0,0,2.276684,83.098966,2330.186074,22.76684,51.22539,15.936788,1018.81609,162.782906,9.106736,0,277.755448,0,28.45855,83.098966,1.138342,102.45078,13.660104,54.640416,23.905182,464.443536,2330.186074
8308,MON DESIR / SILVER STREAM,8308 MON DESIR / SILVER STREAM,618.119706,585.107788,1203.227494,7.968394,0,1.138342,1116.713502,0,29.596892,6.830052,0,0,0,40.980312,1203.227494,1.138342,4.553368,0,774.07256,58.055442,5.69171,0,146.846118,0,0,109.280832,0,6.830052,3.415026,31.873576,5.69171,55.778758,1203.227494
2005,MON REPOS,2005 MON REPOS (San Fernando),897.021376,1023.378448,1920.399824,792.292992,0,11.38352,388.178032,0,125.21872,517.95016,3.415056,0,1.138352,80.822992,1920.399824,194.658192,113.8352,37.565616,86.514752,53.502544,29.597152,15.936928,420.051888,0,9.106816,43.257376,6.830112,549.824016,77.407936,46.672432,23.905392,211.733472,1920.399824
3215,MON REPOS (San Juan/Laventille),3215 MON REPOS (San Juan/Laventille),1562.944939,1565.221625,3128.166564,2309.697947,1.138343,0,119.526015,0,200.348368,359.716388,0,0,2.276686,135.462817,3128.166564,260.680547,558.926413,17.075145,23.905203,27.320232,114.972643,61.470522,652.270539,2.276686,35.288633,9.106744,36.426976,607.875162,234.498658,105.865899,144.569561,235.637001,3128.166564
7221,MONKEY TOWN,7221 MONKEY TOWN,673.899648,642.026016,1315.925664,30.735288,0,0,1159.972536,0,31.873632,46.672104,1.138344,0,0,45.53376,1315.925664,9.106752,7.968408,0,616.982448,61.470576,14.798472,0,317.597976,0,17.07516,94.482552,0,42.118728,1.138344,7.968408,21.628536,103.589304,1315.925664
6108,MONTE VIDEO,6108 MONTE VIDEO,83.098674,64.885266,147.98394,62.60859,0,0,11.38338,0,28.45845,44.395182,0,0,0,1.138338,147.98394,3.415014,7.968366,0,2.276676,0,1.138338,0,2.276676,2.276676,1.138338,0,1.138338,27.320112,87.652026,1.138338,5.69169,4.553352,147.98394
4018,MONTROSE VILLAGE,4018 MONTROSE VILLAGE,2161.703862,2136.660426,4298.364288,1165.658112,2.276676,13.660056,2138.937102,0,525.912156,322.149654,1.138338,1.138338,14.798394,112.695462,4298.364288,206.039178,210.59253,30.735126,1103.049522,397.279962,71.715294,17.07507,777.484854,1.138338,10.245042,101.312082,3.415014,676.172772,95.620392,250.43436,77.406984,268.647768,4298.364288
5110,MORA SETTLEMENT,5110 MORA SETTLEMENT,162.780761,175.302358,338.083119,93.342814,0,0,110.417719,0,26.181521,97.896122,0,0,0,10.244943,338.083119,2.276654,43.256426,37.564791,42.118099,21.628213,0,0,78.544563,0,0,2.276654,0,33.011483,33.011483,0,9.106616,35.288137,338.083119
9508,MORIAH,9508 MORIAH,1094.94982,1056.00809,2150.95791,1944.79581,1.145345,0,22.9069,8.017415,53.831215,59.55794,0,0,0,60.703285,2150.95791,44.668455,175.237785,0,8.017415,0,32.06966,20.61621,445.539205,305.807115,0,0,13.74414,57.26725,653.991995,69.866045,147.749505,176.38313,2150.95791
6406,MORIN BAY,6406 MORIN BAY,206.039178,176.44239,382.481568,276.616134,0,0,12.521718,1.138338,54.640224,20.490084,0,0,0,17.07507,382.481568,37.565154,103.588758,0,1.138338,1.138338,0,0,50.086872,0,0,2.276676,2.276676,93.343716,47.810196,6.830028,9.106704,27.320112,382.481568
8115,MORNE DIABLO,8115 MORNE DIABLO,1317.064008,1219.166424,2536.230432,793.425768,0,1.138344,1144.03572,1.138344,363.131736,111.557712,0,0,1.138344,120.664464,2536.230432,58.055544,243.605616,23.905224,470.136072,39.84204,28.4586,1.138344,706.911624,0,3.415032,220.838736,9.106752,458.752632,21.628536,94.482552,45.53376,110.419368,2536.230432
7410,MORUGA VILLAGE,7410 MORUGA VILLAGE,182.13488,134.324474,316.459354,76.268981,0,1.138343,88.790754,0,11.38343,76.268981,0,0,0,62.608865,316.459354,18.213488,4.553372,11.38343,17.075145,4.553372,1.138343,0,56.91715,0,0,1.138343,0,132.047788,4.553372,0,6.830058,58.055493,316.459354
3213,MORVANT,3213 MORVANT,8501.145524,9089.668855,17590.81438,12645.85239,6.830058,11.38343,505.424292,6.830058,1391.055146,1954.534931,3.415029,5.691715,55.778807,1004.018526,17590.81438,1709.791186,2350.678295,40.980348,186.688252,224.253571,463.305601,168.474764,3433.242488,40.980348,170.75145,25.043546,124.079387,4592.075662,1042.722188,416.633538,663.653969,1937.459786,17590.81438
3237,MOUNT D'OR,3237 MOUNT D'OR,1192.983464,1219.165353,2412.148817,1471.877499,0,0,226.530257,1.138343,163.921392,468.997316,0,0,4.553372,75.130638,2412.148817,299.384209,342.641243,3.415029,88.790754,30.735261,92.205783,26.181889,430.293654,2.276686,11.38343,31.873604,11.38343,585.108302,185.549909,67.162237,101.312527,102.45087,2412.148817
9308,MT. GRACE,9308 MOUNT GRACE,943.76428,990.723425,1934.487705,1674.49439,1.145345,1.145345,9.16276,0,108.807775,95.063635,0,0,5.726725,38.94173,1934.487705,317.260565,218.760895,25.19759,5.726725,12.598795,18.32552,144.31347,421.48696,32.06966,4.58138,2.29069,0,113.389155,259.993315,139.73209,106.517085,112.24381,1934.487705
9311,MOUNT MARIE,9311 MOUNT MARIE,113.389155,130.56933,243.958485,199.29003,9.16276,0,11.45345,2.29069,18.32552,3.436035,0,0,0,0,243.958485,40.087075,28.633625,1.145345,5.726725,0,2.29069,18.32552,21.761555,11.45345,1.145345,0,0,22.9069,16.03483,19.470865,17.180175,37.796385,243.958485
4418,MOUNT PLEASANT (Couva/Tab/Tal),4418 MOUNT PLEASANT (Couva/Tab/Tal),191.24196,167.336715,358.578675,81.96084,0,0,179.85851,0,75.13077,0,0,0,0,21.628555,358.578675,13.66014,36.42704,0,133.186365,17.075175,0,0,18.21352,0,0,28.458625,0,42.118765,14.798485,40.98042,1.138345,12.521795,358.578675
3007,MT. PLEASANT,3007 MOUNT PLEASANT(Arima),629.498702,610.147024,1239.645726,122.940072,1.138334,1.138334,56.9167,17.07501,33.011686,853.7505,2.276668,0,3.415002,147.98342,1239.645726,12.521674,27.320016,3.415002,15.936676,9.106672,7.968338,0,175.303436,0,0,1.138334,3.415002,739.9171,21.628346,33.011686,12.521674,176.44177,1239.645726
3322,MOUNT ST. BENEDICT,3322 MOUNT ST. BENEDICT,3.415029,3.415029,6.830058,0,1.138343,0,1.138343,0,0,4.553372,0,0,0,0,6.830058,0,0,0,0,0,0,0,3.415029,0,0,0,0,3.415029,0,0,0,0,6.830058
9107,MT. ST. GEORGE,9107 MOUNT ST. GEORGE,831.52047,777.689255,1609.209725,1403.047625,0,0,28.633625,0,82.46484,59.55794,0,0,0,35.505695,1609.209725,140.877435,120.261225,99.645015,9.16276,3.436035,5.726725,447.829895,185.54589,3.436035,17.180175,1.145345,3.436035,85.900875,295.49901,71.01139,64.13932,54.97656,1609.209725
